disease_area,disease,phase,completion_period,period_trial_count,outcome_normalized,percentage,rank,outcome_position
Neurological disorder,Myasthenia Gravis,Phase 2,2016-2020,16,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,33.3333,3.0000,2
Neurological disorder,Myasthenia Gravis,Phase 2,2016-2020,16,CHANGE FROM BASELINE IN QMG SCORE,33.3333,3.0000,8
Neurological disorder,Myasthenia Gravis,Phase 2,2021-2025,7,CHANGE FROM BASELINE IN MG-ADL SCORE,50.0000,1.0000,3
Neurological disorder,Myasthenia Gravis,Phase 2,2021-2025,7,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,50.0000,1.0000,2
Neurological disorder,Myasthenia Gravis,Phase 2,2021-2025,7,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,50.0000,1.0000,5
Neurological disorder,Myasthenia Gravis,Phase 2,2021-2025,7,CHANGE FROM BASELINE IN QMG SCORE,50.0000,1.0000,8
Neurological disorder,Myasthenia Gravis,Phase 2,2021-2025,7,CHANGE IN QMG SCORE,0.0000,5.0000,0
Neurological disorder,Myasthenia Gravis,Phase 3,2006-2010,6,TIME TO RECOVERY OF T4/T1 RATIO,83.3333,1.0000,7
Neurological disorder,Myasthenia Gravis,Phase 3,2006-2010,6,CHANGE FROM BASELINE IN MG-ADL TOTAL SCORE,0.0000,2.0000,1
Neurological disorder,Myasthenia Gravis,Phase 3,2006-2010,6,CHANGE IN QMG SCORE,0.0000,2.0000,0
Neurological disorder,Myasthenia Gravis,Phase 3,2006-2010,6,PERCENTAGE OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,0.0000,2.0000,6
Neurological disorder,Myasthenia Gravis,Phase 3,2006-2010,6,CHANGE FROM BASELINE IN QMG TOTAL SCORE,0.0000,2.0000,9
Neurological disorder,Myasthenia Gravis,Phase 3,2011-2015,4,CHANGE IN QMG SCORE,50.0000,1.0000,0
Neurological disorder,Myasthenia Gravis,Phase 3,2011-2015,4,CHANGE FROM BASELINE IN MG-ADL TOTAL SCORE,0.0000,2.0000,1
Neurological disorder,Myasthenia Gravis,Phase 3,2011-2015,4,PERCENTAGE OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,0.0000,2.0000,6
Neurological disorder,Myasthenia Gravis,Phase 3,2011-2015,4,TIME TO RECOVERY OF T4/T1 RATIO,0.0000,2.0000,7
Neurological disorder,Myasthenia Gravis,Phase 3,2011-2015,4,CHANGE FROM BASELINE IN QMG TOTAL SCORE,0.0000,2.0000,9
Neurological disorder,Myasthenia Gravis,Phase 3,2016-2020,8,CHANGE IN QMG SCORE,100.0000,1.0000,0
Neurological disorder,Myasthenia Gravis,Phase 3,2016-2020,8,CHANGE FROM BASELINE IN MG-ADL TOTAL SCORE,50.0000,2.0000,1
Neurological disorder,Myasthenia Gravis,Phase 3,2016-2020,8,PERCENTAGE OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,0.0000,3.0000,6
Neurological disorder,Myasthenia Gravis,Phase 3,2016-2020,8,TIME TO RECOVERY OF T4/T1 RATIO,0.0000,3.0000,7
Neurological disorder,Myasthenia Gravis,Phase 3,2016-2020,8,CHANGE FROM BASELINE IN QMG TOTAL SCORE,0.0000,3.0000,9
Neurological disorder,Myasthenia Gravis,Phase 3,2021-2025,14,CHANGE FROM BASELINE IN QMG TOTAL SCORE,100.0000,1.0000,9
Neurological disorder,Myasthenia Gravis,Phase 3,2021-2025,14,CHANGE FROM BASELINE IN MG-ADL TOTAL SCORE,70.8333,2.0000,1
Neurological disorder,Myasthenia Gravis,Phase 3,2021-2025,14,PERCENTAGE OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,62.5000,3.0000,6
Neurological disorder,Myasthenia Gravis,Phase 3,2021-2025,14,CHANGE IN QMG SCORE,27.7778,4.0000,0
Neurological disorder,Myasthenia Gravis,Phase 3,2021-2025,14,TIME TO RECOVERY OF T4/T1 RATIO,0.0000,5.0000,7
Neurological disorder,Myasthenia Gravis,Phase 4,2006-2010,2,GLOBAL ASSESSMENT OF BENEFIT,100.0000,1.0000,15
Neurological disorder,Myasthenia Gravis,Phase 4,2006-2010,2,NEED FOR RETREATMENT,100.0000,1.0000,16
Neurological disorder,Myasthenia Gravis,Phase 4,2006-2010,2,APPARENT VOLUME OF DISTRIBUTION,0.0000,3.0000,13
Neurological disorder,Myasthenia Gravis,Phase 4,2006-2010,2,AUC FROM 0 TO INFINITY,0.0000,3.0000,14
Neurological disorder,Myasthenia Gravis,Phase 4,2006-2010,2,MAXIMUM PLASMA CONCENTRATION,0.0000,3.0000,4
Neurological disorder,Myasthenia Gravis,Phase 4,2011-2015,3,APPARENT VOLUME OF DISTRIBUTION,0.0000,1.0000,13
Neurological disorder,Myasthenia Gravis,Phase 4,2011-2015,3,AUC FROM 0 TO INFINITY,0.0000,1.0000,14
Neurological disorder,Myasthenia Gravis,Phase 4,2011-2015,3,GLOBAL ASSESSMENT OF BENEFIT,0.0000,1.0000,15
Neurological disorder,Myasthenia Gravis,Phase 4,2011-2015,3,MAXIMUM PLASMA CONCENTRATION,0.0000,1.0000,4
Neurological disorder,Myasthenia Gravis,Phase 4,2011-2015,3,NEED FOR RETREATMENT,0.0000,1.0000,16
Neurological disorder,Myasthenia Gravis,Phase 4,2016-2020,15,APPARENT VOLUME OF DISTRIBUTION,100.0000,1.0000,13
Neurological disorder,Myasthenia Gravis,Phase 4,2016-2020,15,AUC FROM 0 TO INFINITY,100.0000,1.0000,14
Neurological disorder,Myasthenia Gravis,Phase 4,2016-2020,15,MAXIMUM PLASMA CONCENTRATION,100.0000,1.0000,4
Neurological disorder,Myasthenia Gravis,Phase 4,2016-2020,15,GLOBAL ASSESSMENT OF BENEFIT,0.0000,4.0000,15
Neurological disorder,Myasthenia Gravis,Phase 4,2016-2020,15,NEED FOR RETREATMENT,0.0000,4.0000,16
Neurological disorder,Myasthenia Gravis,Phase 4,2021-2025,6,APPARENT VOLUME OF DISTRIBUTION,50.0000,1.0000,13
Neurological disorder,Myasthenia Gravis,Phase 4,2021-2025,6,AUC FROM 0 TO INFINITY,50.0000,1.0000,14
Neurological disorder,Myasthenia Gravis,Phase 4,2021-2025,6,MAXIMUM PLASMA CONCENTRATION,50.0000,1.0000,4
Neurological disorder,Myasthenia Gravis,Phase 4,2021-2025,6,GLOBAL ASSESSMENT OF BENEFIT,0.0000,4.0000,15
Neurological disorder,Myasthenia Gravis,Phase 4,2021-2025,6,NEED FOR RETREATMENT,0.0000,4.0000,16
Blood disease,Myelodysplastic Syndromes,Phase 1,2006-2010,3,OBJECTIVE RESPONSE RATE,50.0000,1.0000,1
Blood disease,Myelodysplastic Syndromes,Phase 1,2006-2010,3,MAXIMUM PLASMA CONCENTRATION,50.0000,1.0000,7
Blood disease,Myelodysplastic Syndromes,Phase 1,2006-2010,3,MAXIMUM TOLERATED DOSE,50.0000,1.0000,8
Blood disease,Myelodysplastic Syndromes,Phase 1,2006-2010,3,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,50.0000,1.0000,2
Blood disease,Myelodysplastic Syndromes,Phase 1,2006-2010,3,AREA UNDER THE CONCENTRATION-TIME CURVE,0.0000,5.0000,10
Blood disease,Myelodysplastic Syndromes,Phase 1,2011-2015,8,MAXIMUM TOLERATED DOSE,58.3333,1.0000,8
Blood disease,Myelodysplastic Syndromes,Phase 1,2011-2015,8,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,41.6667,2.0000,2
Blood disease,Myelodysplastic Syndromes,Phase 1,2011-2015,8,OBJECTIVE RESPONSE RATE,33.3333,3.0000,1
Blood disease,Myelodysplastic Syndromes,Phase 1,2011-2015,8,MAXIMUM PLASMA CONCENTRATION,33.3333,3.0000,7
Blood disease,Myelodysplastic Syndromes,Phase 1,2011-2015,8,AREA UNDER THE CONCENTRATION-TIME CURVE,33.3333,3.0000,10
Blood disease,Myelodysplastic Syndromes,Phase 1,2016-2020,3,OBJECTIVE RESPONSE RATE,100.0000,1.0000,1
Blood disease,Myelodysplastic Syndromes,Phase 1,2016-2020,3,MAXIMUM TOLERATED DOSE,100.0000,1.0000,8
Blood disease,Myelodysplastic Syndromes,Phase 1,2016-2020,3,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,100.0000,1.0000,2
Blood disease,Myelodysplastic Syndromes,Phase 1,2016-2020,3,MAXIMUM PLASMA CONCENTRATION,50.0000,4.0000,7
Blood disease,Myelodysplastic Syndromes,Phase 1,2016-2020,3,AREA UNDER THE CONCENTRATION-TIME CURVE,0.0000,5.0000,10
Blood disease,Myelodysplastic Syndromes,Phase 1,2021-2025,10,MAXIMUM TOLERATED DOSE,100.0000,1.0000,8
Blood disease,Myelodysplastic Syndromes,Phase 1,2021-2025,10,MAXIMUM PLASMA CONCENTRATION,61.1111,2.0000,7
Blood disease,Myelodysplastic Syndromes,Phase 1,2021-2025,10,OBJECTIVE RESPONSE RATE,60.4167,3.0000,1
Blood disease,Myelodysplastic Syndromes,Phase 1,2021-2025,10,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,50.0000,4.0000,2
Blood disease,Myelodysplastic Syndromes,Phase 1,2021-2025,10,AREA UNDER THE CONCENTRATION-TIME CURVE,41.6667,5.0000,10
Blood disease,Myelodysplastic Syndromes,Phase 2,2006-2010,36,OBJECTIVE RESPONSE RATE,27.5274,1.0000,1
Blood disease,Myelodysplastic Syndromes,Phase 2,2006-2010,36,OVERALL SURVIVAL,20.8556,2.0000,0
Blood disease,Myelodysplastic Syndromes,Phase 2,2006-2010,36,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,16.4757,3.0000,2
Blood disease,Myelodysplastic Syndromes,Phase 2,2006-2010,36,PROGRESSION-FREE SURVIVAL,5.8824,4.0000,3
Blood disease,Myelodysplastic Syndromes,Phase 2,2006-2010,36,DURATION OF RESPONSE,5.8824,4.0000,4
Blood disease,Myelodysplastic Syndromes,Phase 2,2011-2015,41,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,28.5714,1.0000,2
Blood disease,Myelodysplastic Syndromes,Phase 2,2011-2015,41,OVERALL SURVIVAL,25.6494,2.0000,0
Blood disease,Myelodysplastic Syndromes,Phase 2,2011-2015,41,OBJECTIVE RESPONSE RATE,19.8442,3.0000,1
Blood disease,Myelodysplastic Syndromes,Phase 2,2011-2015,41,PROGRESSION-FREE SURVIVAL,16.2338,4.0000,3
Blood disease,Myelodysplastic Syndromes,Phase 2,2011-2015,41,DURATION OF RESPONSE,16.2338,4.0000,4
Blood disease,Myelodysplastic Syndromes,Phase 2,2016-2020,36,OVERALL SURVIVAL,54.3290,1.0000,0
Blood disease,Myelodysplastic Syndromes,Phase 2,2016-2020,36,OBJECTIVE RESPONSE RATE,27.3160,2.0000,1
Blood disease,Myelodysplastic Syndromes,Phase 2,2016-2020,36,PROGRESSION-FREE SURVIVAL,22.2511,3.0000,3
Blood disease,Myelodysplastic Syndromes,Phase 2,2016-2020,36,DURATION OF RESPONSE,9.5455,4.0000,4
Blood disease,Myelodysplastic Syndromes,Phase 2,2016-2020,36,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,9.5455,4.0000,2
Blood disease,Myelodysplastic Syndromes,Phase 2,2021-2025,38,OVERALL SURVIVAL,46.5909,1.0000,0
Blood disease,Myelodysplastic Syndromes,Phase 2,2021-2025,38,OBJECTIVE RESPONSE RATE,27.6515,2.0000,1
Blood disease,Myelodysplastic Syndromes,Phase 2,2021-2025,38,PROGRESSION-FREE SURVIVAL,22.2222,3.0000,3
Blood disease,Myelodysplastic Syndromes,Phase 2,2021-2025,38,DURATION OF RESPONSE,16.3636,4.0000,4
Blood disease,Myelodysplastic Syndromes,Phase 2,2021-2025,38,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,11.2121,5.0000,2
Blood disease,Myelodysplastic Syndromes,Phase 3,2006-2010,6,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,100.0000,1.0000,9
Blood disease,Myelodysplastic Syndromes,Phase 3,2006-2010,6,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,75.0000,2.0000,2
Blood disease,Myelodysplastic Syndromes,Phase 3,2006-2010,6,OVERALL SURVIVAL,50.0000,3.0000,0
Blood disease,Myelodysplastic Syndromes,Phase 3,2006-2010,6,OBJECTIVE RESPONSE RATE,0.0000,4.0000,1
Blood disease,Myelodysplastic Syndromes,Phase 3,2006-2010,6,CHANGE IN EORTC QLQ-C30 SCORE,0.0000,4.0000,11
Blood disease,Myelodysplastic Syndromes,Phase 3,2011-2015,4,OBJECTIVE RESPONSE RATE,100.0000,1.0000,1
Blood disease,Myelodysplastic Syndromes,Phase 3,2011-2015,4,CHANGE IN EORTC QLQ-C30 SCORE,100.0000,1.0000,11
Blood disease,Myelodysplastic Syndromes,Phase 3,2011-2015,4,OVERALL SURVIVAL,50.0000,3.0000,0
Blood disease,Myelodysplastic Syndromes,Phase 3,2011-2015,4,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,0.0000,4.0000,2
Blood disease,Myelodysplastic Syndromes,Phase 3,2011-2015,4,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,0.0000,4.0000,9
Blood disease,Myelodysplastic Syndromes,Phase 3,2016-2020,6,OVERALL SURVIVAL,100.0000,1.0000,0
Blood disease,Myelodysplastic Syndromes,Phase 3,2016-2020,6,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,41.6667,2.0000,9
Blood disease,Myelodysplastic Syndromes,Phase 3,2016-2020,6,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,33.3333,3.0000,2
Blood disease,Myelodysplastic Syndromes,Phase 3,2016-2020,6,OBJECTIVE RESPONSE RATE,0.0000,4.0000,1
Blood disease,Myelodysplastic Syndromes,Phase 3,2016-2020,6,CHANGE IN EORTC QLQ-C30 SCORE,0.0000,4.0000,11
Blood disease,Myelodysplastic Syndromes,Phase 3,2021-2025,12,OVERALL SURVIVAL,56.2500,1.0000,0
Blood disease,Myelodysplastic Syndromes,Phase 3,2021-2025,12,OBJECTIVE RESPONSE RATE,50.0000,2.0000,1
Blood disease,Myelodysplastic Syndromes,Phase 3,2021-2025,12,CHANGE IN EORTC QLQ-C30 SCORE,50.0000,2.0000,11
Blood disease,Myelodysplastic Syndromes,Phase 3,2021-2025,12,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,25.0000,4.0000,9
Blood disease,Myelodysplastic Syndromes,Phase 3,2021-2025,12,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,0.0000,5.0000,2
Blood disease,Myelodysplastic Syndromes,Phase 4,2006-2010,2,CLINICAL GLOBAL IMPRESSION-IMPROVEMENT,100.0000,1.0000,13
Blood disease,Myelodysplastic Syndromes,Phase 4,2006-2010,2,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,100.0000,1.0000,2
Blood disease,Myelodysplastic Syndromes,Phase 4,2006-2010,2,ABERRANT BEHAVIOR CHECKLIST SCORE,100.0000,1.0000,15
Blood disease,Myelodysplastic Syndromes,Phase 4,2006-2010,2,ABSOLUTE CHANGE IN LIVER IRON CONCENTRATION,100.0000,1.0000,16
Blood disease,Myelodysplastic Syndromes,Phase 4,2006-2010,2,ABC SOCIAL AVOIDANCE SUBSCALE SCORE,0.0000,5.0000,14
Blood disease,Myelodysplastic Syndromes,Phase 4,2011-2015,3,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,100.0000,1.0000,2
Blood disease,Myelodysplastic Syndromes,Phase 4,2011-2015,3,CLINICAL GLOBAL IMPRESSION-IMPROVEMENT,0.0000,2.0000,13
Blood disease,Myelodysplastic Syndromes,Phase 4,2011-2015,3,ABC SOCIAL AVOIDANCE SUBSCALE SCORE,0.0000,2.0000,14
Blood disease,Myelodysplastic Syndromes,Phase 4,2011-2015,3,ABERRANT BEHAVIOR CHECKLIST SCORE,0.0000,2.0000,15
Blood disease,Myelodysplastic Syndromes,Phase 4,2011-2015,3,ABSOLUTE CHANGE IN LIVER IRON CONCENTRATION,0.0000,2.0000,16
Blood disease,Myelodysplastic Syndromes,Phase 4,2016-2020,3,CLINICAL GLOBAL IMPRESSION-IMPROVEMENT,100.0000,1.0000,13
Blood disease,Myelodysplastic Syndromes,Phase 4,2016-2020,3,ABC SOCIAL AVOIDANCE SUBSCALE SCORE,100.0000,1.0000,14
Blood disease,Myelodysplastic Syndromes,Phase 4,2016-2020,3,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,0.0000,3.0000,2
Blood disease,Myelodysplastic Syndromes,Phase 4,2016-2020,3,ABERRANT BEHAVIOR CHECKLIST SCORE,0.0000,3.0000,15
Blood disease,Myelodysplastic Syndromes,Phase 4,2016-2020,3,ABSOLUTE CHANGE IN LIVER IRON CONCENTRATION,0.0000,3.0000,16
Neoplastic disease,Myeloproliferative Neoplasms,Phase 1,2011-2015,2,AREA UNDER THE CONCENTRATION-TIME CURVE,100.0000,1.0000,12
Neoplastic disease,Myeloproliferative Neoplasms,Phase 1,2011-2015,2,AUC FROM 0 TO INFINITY,100.0000,1.0000,13
Neoplastic disease,Myeloproliferative Neoplasms,Phase 1,2011-2015,2,AUC0-12,100.0000,1.0000,14
Neoplastic disease,Myeloproliferative Neoplasms,Phase 1,2011-2015,2,CHANGE IN URIC ACID LEVELS,100.0000,1.0000,20
Neoplastic disease,Myeloproliferative Neoplasms,Phase 1,2011-2015,2,CLEARANCE (CL/F),100.0000,1.0000,22
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2006-2010,7,OVERALL SURVIVAL,50.0000,1.0000,1
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2006-2010,7,MAXIMUM PLASMA CONCENTRATION,50.0000,1.0000,5
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2006-2010,7,OBJECTIVE RESPONSE RATE,41.6667,3.0000,0
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2006-2010,7,PROGRESSION-FREE SURVIVAL,0.0000,4.0000,3
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2006-2010,7,DURATION OF RESPONSE,0.0000,4.0000,4
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2011-2015,14,PROGRESSION-FREE SURVIVAL,50.0000,1.0000,3
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2011-2015,14,OBJECTIVE RESPONSE RATE,42.5000,2.0000,0
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2011-2015,14,OVERALL SURVIVAL,36.6667,3.0000,1
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2011-2015,14,DURATION OF RESPONSE,0.0000,4.0000,4
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2011-2015,14,MAXIMUM PLASMA CONCENTRATION,0.0000,4.0000,5
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2016-2020,20,OBJECTIVE RESPONSE RATE,47.2222,1.0000,0
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2016-2020,20,DURATION OF RESPONSE,39.8148,2.0000,4
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2016-2020,20,OVERALL SURVIVAL,29.1667,3.0000,1
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2016-2020,20,PROGRESSION-FREE SURVIVAL,26.8519,4.0000,3
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2016-2020,20,MAXIMUM PLASMA CONCENTRATION,18.0556,5.0000,5
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2021-2025,17,MAXIMUM PLASMA CONCENTRATION,50.0000,1.0000,5
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2021-2025,17,OBJECTIVE RESPONSE RATE,43.8889,2.0000,0
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2021-2025,17,OVERALL SURVIVAL,41.6667,3.0000,1
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2021-2025,17,PROGRESSION-FREE SURVIVAL,35.0000,4.0000,3
Neoplastic disease,Myeloproliferative Neoplasms,Phase 2,2021-2025,17,DURATION OF RESPONSE,29.1667,5.0000,4
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2006-2010,1,OVERALL SURVIVAL,0.0000,1.0000,1
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2006-2010,1,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,0.0000,1.0000,2
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2006-2010,1,SPLENIC RESPONSE RATE,0.0000,1.0000,7
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2006-2010,1,TOTAL SYMPTOM SCORE RESPONSE RATE,0.0000,1.0000,8
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2006-2010,1,CHANGE FROM BASELINE IN MPN-SAF TSS,0.0000,1.0000,9
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2011-2015,5,OVERALL SURVIVAL,33.3333,1.0000,1
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2011-2015,5,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,33.3333,1.0000,2
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2011-2015,5,SPLENIC RESPONSE RATE,0.0000,3.0000,7
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2011-2015,5,TOTAL SYMPTOM SCORE RESPONSE RATE,0.0000,3.0000,8
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2011-2015,5,CHANGE FROM BASELINE IN MPN-SAF TSS,0.0000,3.0000,9
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2016-2020,11,SPLENIC RESPONSE RATE,100.0000,1.0000,7
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2016-2020,11,TOTAL SYMPTOM SCORE RESPONSE RATE,100.0000,1.0000,8
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2016-2020,11,OVERALL SURVIVAL,75.0000,3.0000,1
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2016-2020,11,CHANGE FROM BASELINE IN MPN-SAF TSS,75.0000,3.0000,9
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2016-2020,11,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,50.0000,5.0000,2
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2021-2025,3,OVERALL SURVIVAL,100.0000,1.0000,1
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2021-2025,3,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,100.0000,1.0000,2
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2021-2025,3,SPLENIC RESPONSE RATE,100.0000,1.0000,7
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2021-2025,3,TOTAL SYMPTOM SCORE RESPONSE RATE,100.0000,1.0000,8
Neoplastic disease,Myeloproliferative Neoplasms,Phase 3,2021-2025,3,CHANGE FROM BASELINE IN MPN-SAF TSS,0.0000,5.0000,9
Neoplastic disease,Myeloproliferative Neoplasms,Phase 4,2011-2015,2,CHANGE FROM BASELINE IN MYELOFIBROSIS SYMPTOMS ASSESSMENT FORM,100.0000,1.0000,15
Neoplastic disease,Myeloproliferative Neoplasms,Phase 4,2011-2015,2,CHANGE IN EJECTION FRACTION,100.0000,1.0000,16
Neoplastic disease,Myeloproliferative Neoplasms,Phase 4,2011-2015,2,CHANGE IN EQ-5D PREFERENCE INDEX,100.0000,1.0000,17
Neoplastic disease,Myeloproliferative Neoplasms,Phase 4,2011-2015,2,CHANGE IN PLATELET COUNT,100.0000,1.0000,18
Neoplastic disease,Myeloproliferative Neoplasms,Phase 4,2011-2015,2,CHANGE IN RED BLOOD CELL COUNT,100.0000,1.0000,19
Cardiovascular disease,Myocardial Infarction,Phase 1,2011-2015,1,INCIDENCE AND SEVERITY OF ADVERSE EVENTS,100.0000,1.0000,18
Cardiovascular disease,Myocardial Infarction,Phase 1,2011-2015,1,MEAN CHANGE IN CENTRAL FOVEAL VOLUME,100.0000,1.0000,20
Cardiovascular disease,Myocardial Infarction,Phase 1,2011-2015,1,MEAN CHANGE IN LOGMAR,100.0000,1.0000,21
Cardiovascular disease,Myocardial Infarction,Phase 1,2011-2015,1,INTERSTITIAL ADENOSINE LEVELS,0.0000,4.0000,19
Cardiovascular disease,Myocardial Infarction,Phase 1,2011-2015,1,MODIFIED RANKIN SCALE,0.0000,4.0000,22
Cardiovascular disease,Myocardial Infarction,Phase 1,2016-2020,2,INTERSTITIAL ADENOSINE LEVELS,100.0000,1.0000,19
Cardiovascular disease,Myocardial Infarction,Phase 1,2016-2020,2,MODIFIED RANKIN SCALE,100.0000,1.0000,22
Cardiovascular disease,Myocardial Infarction,Phase 1,2016-2020,2,INCIDENCE AND SEVERITY OF ADVERSE EVENTS,0.0000,3.0000,18
Cardiovascular disease,Myocardial Infarction,Phase 1,2016-2020,2,MEAN CHANGE IN CENTRAL FOVEAL VOLUME,0.0000,3.0000,20
Cardiovascular disease,Myocardial Infarction,Phase 1,2016-2020,2,MEAN CHANGE IN LOGMAR,0.0000,3.0000,21
Cardiovascular disease,Myocardial Infarction,Phase 2,2006-2010,8,CHANGE IN EJECTION FRACTION,0.0000,1.0000,1
Cardiovascular disease,Myocardial Infarction,Phase 2,2006-2010,8,LEFT VENTRICULAR EJECTION FRACTION,0.0000,1.0000,4
Cardiovascular disease,Myocardial Infarction,Phase 2,2006-2010,8,FAVORABLE CEREBRAL PERFORMANCE CATEGORY,0.0000,1.0000,7
Cardiovascular disease,Myocardial Infarction,Phase 2,2006-2010,8,GLOBAL OXYGEN CONSUMPTION,0.0000,1.0000,8
Cardiovascular disease,Myocardial Infarction,Phase 2,2006-2010,8,MAXIMUM PLASMA CONCENTRATION,0.0000,1.0000,10
Cardiovascular disease,Myocardial Infarction,Phase 2,2011-2015,9,CHANGE IN EJECTION FRACTION,33.3333,1.0000,1
Cardiovascular disease,Myocardial Infarction,Phase 2,2011-2015,9,LEFT VENTRICULAR EJECTION FRACTION,0.0000,2.0000,4
Cardiovascular disease,Myocardial Infarction,Phase 2,2011-2015,9,FAVORABLE CEREBRAL PERFORMANCE CATEGORY,0.0000,2.0000,7
Cardiovascular disease,Myocardial Infarction,Phase 2,2011-2015,9,GLOBAL OXYGEN CONSUMPTION,0.0000,2.0000,8
Cardiovascular disease,Myocardial Infarction,Phase 2,2011-2015,9,MAXIMUM PLASMA CONCENTRATION,0.0000,2.0000,10
Cardiovascular disease,Myocardial Infarction,Phase 2,2016-2020,13,FAVORABLE CEREBRAL PERFORMANCE CATEGORY,100.0000,1.0000,7
Cardiovascular disease,Myocardial Infarction,Phase 2,2016-2020,13,MAXIMUM PLASMA CONCENTRATION,75.0000,2.0000,10
Cardiovascular disease,Myocardial Infarction,Phase 2,2016-2020,13,LEFT VENTRICULAR EJECTION FRACTION,40.0000,3.0000,4
Cardiovascular disease,Myocardial Infarction,Phase 2,2016-2020,13,GLOBAL OXYGEN CONSUMPTION,20.0000,4.0000,8
Cardiovascular disease,Myocardial Infarction,Phase 2,2016-2020,13,CHANGE IN EJECTION FRACTION,0.0000,5.0000,1
Cardiovascular disease,Myocardial Infarction,Phase 2,2021-2025,10,LEFT VENTRICULAR EJECTION FRACTION,33.3333,1.0000,4
Cardiovascular disease,Myocardial Infarction,Phase 2,2021-2025,10,CHANGE IN EJECTION FRACTION,26.6667,2.0000,1
Cardiovascular disease,Myocardial Infarction,Phase 2,2021-2025,10,FAVORABLE CEREBRAL PERFORMANCE CATEGORY,20.0000,3.0000,7
