outcome_normalized,disease_area,disease,outcome_trial_count,disease_trial_count,percentage
OVERALL SURVIVAL,Disorder of immune function,Lupus Nephritis,1,91,1.0989
OVERALL SURVIVAL,Disorder of endocrine system,Metabolic Syndrome,1,285,0.3509
OVERALL SURVIVAL,Cardiovascular disease,Mitral Regurgitation,1,94,1.0638
OVERALL SURVIVAL,Neurological disorder,Multiple Sclerosis,1,495,0.2020
OVERALL SURVIVAL,Cardiovascular disease,Myocardial Infarction,1,207,0.4831
OVERALL SURVIVAL,Blood disease,Neutropenia,1,47,2.1277
OVERALL SURVIVAL,Cardiovascular disease,Peripheral Artery Disease,1,332,0.3012
OVERALL SURVIVAL,Infection,Pneumonia,1,244,0.4098
OVERALL SURVIVAL,Mental illness,Post-Traumatic Stress Disorder,1,473,0.2114
OVERALL SURVIVAL,Disorder of labour / delivery,Preterm Labor,1,249,0.4016
OVERALL SURVIVAL,Disorder of skin,Psoriasis,1,645,0.1550
OVERALL SURVIVAL,Respiratory disease,Pulmonary Embolism,1,68,1.4706
OVERALL SURVIVAL,Disorder of eye,Retinal Vein Occlusion,1,355,0.2817
OVERALL SURVIVAL,Disorder of immune function,Rheumatoid Arthritis,1,734,0.1362
OVERALL SURVIVAL,Procedure,Screening,1,69,1.4493
OVERALL SURVIVAL,Infection,Sepsis,1,164,0.6098
OVERALL SURVIVAL,Cardiovascular disease,Shock,1,73,1.3699
OVERALL SURVIVAL,Infection,Skin and Soft Tissue Infection,1,340,0.2941
OVERALL SURVIVAL,Mental illness,Smoking Cessation,1,741,0.1350
OVERALL SURVIVAL,Procedure,Surgical Procedures,1,384,0.2604
OVERALL SURVIVAL,Disorder of endocrine system,Type 1 Diabetes,1,599,0.1669
OVERALL SURVIVAL,Disorder of immune function,Vasculitis,1,43,2.3256
OVERALL SURVIVAL,Cardiovascular disease,Ventricular Arrhythmias,1,159,0.6289
OVERALL SURVIVAL RATE,Neoplastic disease,Head and Neck Cancer,10,445,2.2472
OVERALL SURVIVAL RATE,Neoplastic disease,Melanoma,8,560,1.4286
OVERALL SURVIVAL RATE,Neoplastic disease,Hodgkin Lymphoma,5,469,1.0661
OVERALL SURVIVAL RATE,Neoplastic disease,Bladder Cancer,4,334,1.1976
OVERALL SURVIVAL RATE,Neoplastic disease,Glioblastoma,4,386,1.0363
OVERALL SURVIVAL RATE,Neoplastic disease,Non-Small Cell Lung Cancer,4,944,0.4237
OVERALL SURVIVAL RATE,Neoplastic disease,Pancreatic Cancer,4,515,0.7767
OVERALL SURVIVAL RATE,Neoplastic disease,Brain Tumors,3,505,0.5941
OVERALL SURVIVAL RATE,Neoplastic disease,Breast Cancer,3,1499,0.2001
OVERALL SURVIVAL RATE,Neoplastic disease,Diffuse Large B-Cell Lymphoma,3,221,1.3575
OVERALL SURVIVAL RATE,Neoplastic disease,Hepatocellular Carcinoma,3,321,0.9346
OVERALL SURVIVAL RATE,Blood disease,Myelodysplastic Syndromes,3,297,1.0101
OVERALL SURVIVAL RATE,Neoplastic disease,Ovarian Cancer,3,373,0.8043
OVERALL SURVIVAL RATE,Neoplastic disease,Prostate Cancer,3,906,0.3311
OVERALL SURVIVAL RATE,Neoplastic disease,Small Cell Lung Cancer,3,505,0.5941
OVERALL SURVIVAL RATE,Neoplastic disease,Acute Lymphoblastic Leukemia,2,364,0.5495
OVERALL SURVIVAL RATE,Neurological disorder,Alzheimer's Disease,2,626,0.3195
OVERALL SURVIVAL RATE,Neoplastic disease,Cholangiocarcinoma,2,127,1.5748
OVERALL SURVIVAL RATE,Neoplastic disease,Chronic Myeloid Leukemia,2,399,0.5013
OVERALL SURVIVAL RATE,Neoplastic disease,Colorectal Cancer,2,556,0.3597
OVERALL SURVIVAL RATE,Neoplastic disease,Follicular Lymphoma,2,209,0.9569
OVERALL SURVIVAL RATE,Neoplastic disease,Gastric Cancer,2,190,1.0526
OVERALL SURVIVAL RATE,Disorder of immune function,Graft-versus-Host Disease,2,184,1.0870
OVERALL SURVIVAL RATE,Infection,Herpes Simplex Virus,2,148,1.3514
OVERALL SURVIVAL RATE,Neoplastic disease,Locally Advanced Cancer,2,572,0.3497
OVERALL SURVIVAL RATE,Neoplastic disease,Metastatic Disease,2,366,0.5464
OVERALL SURVIVAL RATE,Neoplastic disease,Multiple Myeloma,2,573,0.3490
OVERALL SURVIVAL RATE,Neoplastic disease,Neuroendocrine Tumors,2,260,0.7692
OVERALL SURVIVAL RATE,Neoplastic disease,Sarcoma,2,246,0.8130
OVERALL SURVIVAL RATE,Neoplastic disease,Thyroid Cancer,2,128,1.5625
OVERALL SURVIVAL RATE,Neurological disorder,Amyotrophic Lateral Sclerosis,1,170,0.5882
OVERALL SURVIVAL RATE,Cardiovascular disease,Atherosclerosis,1,254,0.3937
OVERALL SURVIVAL RATE,Infection,COVID-19,1,793,0.1261
OVERALL SURVIVAL RATE,Neoplastic disease,Cancer Immunotherapy,1,295,0.3390
OVERALL SURVIVAL RATE,Disorder of the genitourinary system,Chronic Kidney Disease,1,337,0.2967
OVERALL SURVIVAL RATE,Neoplastic disease,Chronic Lymphocytic Leukemia,1,198,0.5051
OVERALL SURVIVAL RATE,Neoplastic disease,Esophageal Cancer,1,157,0.6369
OVERALL SURVIVAL RATE,Disorder of immune function,Organ Transplant Rejection,1,362,0.2762
OVERALL SURVIVAL RATE,Neoplastic disease,Recurrent Cancer,1,444,0.2252
OVERALL SURVIVAL RATE,Blood disease,Sickle Cell Disease,1,177,0.5650
OVERALL SURVIVAL RATE,Disorder of endocrine system,Type 1 Diabetes,1,599,0.1669
PAIN INTENSITY,Clinical finding,Acute Pain,10,1010,0.9901
PAIN INTENSITY,Musculoskeletal disorder,Low Back Pain,10,330,3.0303
PAIN INTENSITY,Neurological disorder,Chronic Pain,7,322,2.1739
PAIN INTENSITY,Musculoskeletal disorder,Fibromyalgia,4,246,1.6260
PAIN INTENSITY,Musculoskeletal disorder,Osteoarthritis,3,845,0.3550
PAIN INTENSITY,Neurological disorder,Trigeminal Neuralgia,2,252,0.7937
PAIN INTENSITY,Procedure,Anesthesia,1,379,0.2639
PAIN INTENSITY,Neoplastic disease,Breast Cancer,1,1499,0.0667
PAIN INTENSITY,Injury,Burns,1,86,1.1628
PAIN INTENSITY,Neoplastic disease,Cancer Supportive Care,1,45,2.2222
PAIN INTENSITY,Respiratory disease,Chronic Obstructive Pulmonary Disease,1,849,0.1178
PAIN INTENSITY,Mental illness,Delirium,1,132,0.7576
PAIN INTENSITY,Disorder of the genitourinary system,End-Stage Renal Disease,1,226,0.4425
PAIN INTENSITY,Neurological disorder,Epilepsy,1,416,0.2404
PAIN INTENSITY,Clinical finding,Fever,1,217,0.4608
PAIN INTENSITY,Musculoskeletal disorder,Juvenile Idiopathic Arthritis,1,85,1.1765
PAIN INTENSITY,Neurological disorder,Migraine,1,470,0.2128
PAIN INTENSITY,Disorder of immune function,Organ Transplant Rejection,1,362,0.2762
PAIN INTENSITY,Musculoskeletal disorder,Osteoporosis,1,441,0.2268
PAIN INTENSITY,Disorder of skin,Rosacea,1,414,0.2415
PAIN INTENSITY,Neurological disorder,Stroke,1,607,0.1647
PAIN INTENSITY,Musculoskeletal disorder,Tendinopathy,1,164,0.6098
PAIN INTENSITY,Disorder of skin,Wound Healing,1,199,0.5025
PAIN INTERFERENCE SCORE,Neurological disorder,Chronic Pain,6,322,1.8634
PAIN INTERFERENCE SCORE,Musculoskeletal disorder,Low Back Pain,6,330,1.8182
PAIN INTERFERENCE SCORE,Mental illness,Opioid Use Disorder,4,334,1.1976
PAIN INTERFERENCE SCORE,Musculoskeletal disorder,Osteoarthritis,4,845,0.4734
PAIN INTERFERENCE SCORE,Clinical finding,Acute Pain,2,1010,0.1980
PAIN INTERFERENCE SCORE,Neoplastic disease,Colorectal Cancer,2,556,0.3597
PAIN INTERFERENCE SCORE,Neoplastic disease,Locally Advanced Cancer,2,572,0.3497
PAIN INTERFERENCE SCORE,Neurological disorder,Spinal Cord Injury,2,294,0.6803
PAIN INTERFERENCE SCORE,Mental illness,Alcohol Use Disorder,1,574,0.1742
PAIN INTERFERENCE SCORE,Neoplastic disease,Breast Cancer,1,1499,0.0667
PAIN INTERFERENCE SCORE,Disorder of digestive system,Chronic Pancreatitis,1,282,0.3546
PAIN INTERFERENCE SCORE,Disorder of immune function,Common Variable Immunodeficiency,1,33,3.0303
PAIN INTERFERENCE SCORE,Situation with explicit context,Contraception,1,208,0.4808
PAIN INTERFERENCE SCORE,Situation with explicit context,Critical Illness,1,74,1.3514
PAIN INTERFERENCE SCORE,Disorder of endocrine system,Gestational Diabetes,1,982,0.1018
PAIN INTERFERENCE SCORE,Neoplastic disease,Hematologic Malignancies General,1,160,0.6250
PAIN INTERFERENCE SCORE,Mental illness,Major Depressive Disorder,1,1109,0.0902
PAIN INTERFERENCE SCORE,Situation with explicit context,Post-Operative Care,1,282,0.3546
PAIN INTERFERENCE SCORE,Disorder of the genitourinary system,Pregnancy Study,1,181,0.5525
PAIN INTERFERENCE SCORE,Mental illness,Social Anxiety Disorder,1,280,0.3571
PAIN INTERFERENCE SCORE,Neurological disorder,Stroke,1,607,0.1647
PAIN INTERFERENCE SCORE,Mental illness,Substance Use Disorder,1,370,0.2703
PAIN INTERFERENCE SCORE,Procedure,Surgical Procedures,1,384,0.2604
PAIN INTERFERENCE SCORE,Musculoskeletal disorder,Tendinopathy,1,164,0.6098
PAIN INTERFERENCE SCORE,Injury,Trauma,1,219,0.4566
PAIN INTERFERENCE SCORE,Neurological disorder,Trigeminal Neuralgia,1,252,0.3968
PAIN RESPONSE RATE,Clinical finding,Acute Pain,42,1010,4.1584
PAIN RESPONSE RATE,Neurological disorder,Migraine,28,470,5.9574
PAIN RESPONSE RATE,Disorder of endocrine system,Diabetic Neuropathy,20,124,16.1290
PAIN RESPONSE RATE,Musculoskeletal disorder,Fibromyalgia,17,246,6.9106
PAIN RESPONSE RATE,Musculoskeletal disorder,Osteoarthritis,17,845,2.0118
PAIN RESPONSE RATE,Musculoskeletal disorder,Low Back Pain,15,330,4.5455
PAIN RESPONSE RATE,Neurological disorder,Neuropathic Pain,14,114,12.2807
PAIN RESPONSE RATE,Neurological disorder,Chronic Pain,13,322,4.0373
PAIN RESPONSE RATE,Disorder of the genitourinary system,Endometriosis,11,186,5.9140
PAIN RESPONSE RATE,Neurological disorder,Trigeminal Neuralgia,11,252,4.3651
PAIN RESPONSE RATE,Neoplastic disease,Prostate Cancer,9,906,0.9934
PAIN RESPONSE RATE,Neoplastic disease,Metastatic Disease,7,366,1.9126
PAIN RESPONSE RATE,Musculoskeletal disorder,Gout,5,140,3.5714
PAIN RESPONSE RATE,Disorder of digestive system,Irritable Bowel Syndrome,5,106,4.7170
PAIN RESPONSE RATE,Disorder of immune function,Rheumatoid Arthritis,4,734,0.5450
PAIN RESPONSE RATE,Procedure,Anesthesia,3,379,0.7916
PAIN RESPONSE RATE,Musculoskeletal disorder,Bone Fracture,3,217,1.3825
PAIN RESPONSE RATE,Disorder of digestive system,Short Bowel Syndrome,3,234,1.2821
PAIN RESPONSE RATE,Neoplastic disease,Solid Tumors (Advanced),3,345,0.8696
PAIN RESPONSE RATE,Neoplastic disease,Brain Tumors,2,505,0.3960
PAIN RESPONSE RATE,Neoplastic disease,Cancer Supportive Care,2,45,4.4444
PAIN RESPONSE RATE,Neurological disorder,Chronic Inflammatory Demyelinating Polyneuropathy,2,44,4.5455
PAIN RESPONSE RATE,Infection,HIV/AIDS,2,1396,0.1433
PAIN RESPONSE RATE,Disorder of skin,Hidradenitis Suppurativa,2,137,1.4599
PAIN RESPONSE RATE,Neoplastic disease,Multiple Myeloma,2,573,0.3490
PAIN RESPONSE RATE,Neoplastic disease,Neuroendocrine Tumors,2,260,0.7692
PAIN RESPONSE RATE,Musculoskeletal disorder,Osteoporosis,2,441,0.4535
PAIN RESPONSE RATE,Cardiovascular disease,Peripheral Artery Disease,2,332,0.6024
PAIN RESPONSE RATE,Sleep disorder,Restless Legs Syndrome,2,67,2.9851
PAIN RESPONSE RATE,Neurological disorder,Spinal Cord Injury,2,294,0.6803
PAIN RESPONSE RATE,Musculoskeletal disorder,Tendinopathy,2,164,1.2195
PAIN RESPONSE RATE,Disorder of immune function,Vasculitis,2,43,4.6512
PAIN RESPONSE RATE,Neoplastic disease,Acute Lymphoblastic Leukemia,1,364,0.2747
PAIN RESPONSE RATE,Disorder of digestive system,Acute Pancreatitis,1,158,0.6329
PAIN RESPONSE RATE,Disorder of eye,Age-Related Macular Degeneration,1,253,0.3953
PAIN RESPONSE RATE,Neoplastic disease,Breast Cancer,1,1499,0.0667
PAIN RESPONSE RATE,Respiratory disease,Bronchiectasis,1,255,0.3922
PAIN RESPONSE RATE,Injury,Burns,1,86,1.1628
PAIN RESPONSE RATE,Disorder of eye,Cataracts,1,475,0.2105
PAIN RESPONSE RATE,Disorder of digestive system,Chronic Pancreatitis,1,282,0.3546
PAIN RESPONSE RATE,Situation with explicit context,Contraception,1,208,0.4808
PAIN RESPONSE RATE,Cardiovascular disease,Coronary Artery Disease,1,662,0.1511
PAIN RESPONSE RATE,Respiratory disease,Cystic Fibrosis,1,320,0.3125
PAIN RESPONSE RATE,Clinical finding,Fever,1,217,0.4608
PAIN RESPONSE RATE,Disorder of digestive system,Gastroparesis,1,143,0.6993
PAIN RESPONSE RATE,Neoplastic disease,Head and Neck Cancer,1,445,0.2247
PAIN RESPONSE RATE,Situation with explicit context,Healthy Volunteers,1,2042,0.0490
PAIN RESPONSE RATE,Disorder of ear,Hearing Loss,1,235,0.4255
PAIN RESPONSE RATE,Neoplastic disease,Locally Advanced Cancer,1,572,0.1748
PAIN RESPONSE RATE,Disorder of immune function,Lupus Nephritis,1,91,1.0989
PAIN RESPONSE RATE,Congenital disease,Lysosomal Storage Disorders,1,179,0.5587
PAIN RESPONSE RATE,Neurological disorder,Multiple Sclerosis,1,495,0.2020
PAIN RESPONSE RATE,Neurological disorder,Myasthenia Gravis,1,135,0.7407
PAIN RESPONSE RATE,Blood disease,Myelodysplastic Syndromes,1,297,0.3367
PAIN RESPONSE RATE,Disorder of digestive system,Nonalcoholic Fatty Liver Disease,1,235,0.4255
PAIN RESPONSE RATE,Disorder of digestive system,Peptic Ulcer Disease,1,119,0.8403
PAIN RESPONSE RATE,Situation with explicit context,Preventive Care,1,274,0.3650
PAIN RESPONSE RATE,Disorder of skin,Psoriasis,1,645,0.1550
PAIN RESPONSE RATE,Neoplastic disease,Recurrent Cancer,1,444,0.2252
PAIN RESPONSE RATE,Neoplastic disease,Renal Cell Carcinoma,1,337,0.2967
PAIN RESPONSE RATE,Blood disease,Sickle Cell Disease,1,177,0.5650
PAIN RESPONSE RATE,Mental illness,Social Anxiety Disorder,1,280,0.3571
PAIN RESPONSE RATE,Procedure,Surgical Procedures,1,384,0.2604
PAIN RESPONSE RATE,Disorder of immune function,Systemic Lupus Erythematosus,1,155,0.6452
PAIN RESPONSE RATE,Blood disease,Thalassemia,1,40,2.5000
PAIN RESPONSE RATE,Neoplastic disease,Thyroid Cancer,1,128,0.7812
PAIN RESPONSE RATE,Injury,Trauma,1,219,0.4566
PAIN SCORE,Clinical finding,Acute Pain,40,1010,3.9604
PAIN SCORE,Procedure,Anesthesia,9,379,2.3747
PAIN SCORE,Musculoskeletal disorder,Osteoarthritis,8,845,0.9467
PAIN SCORE,Musculoskeletal disorder,Bone Fracture,4,217,1.8433
PAIN SCORE,Neurological disorder,Chronic Pain,4,322,1.2422
PAIN SCORE,Musculoskeletal disorder,Low Back Pain,4,330,1.2121
PAIN SCORE,Situation with explicit context,Post-Operative Care,4,282,1.4184
PAIN SCORE,Disorder of the genitourinary system,Urinary Incontinence,4,328,1.2195
PAIN SCORE,Procedure,Blood Transfusion,3,204,1.4706
PAIN SCORE,Disorder of the genitourinary system,Infertility,3,161,1.8634
PAIN SCORE,Mental illness,Opioid Use Disorder,3,334,0.8982
PAIN SCORE,Mental illness,Postpartum Depression,3,190,1.5789
PAIN SCORE,Disorder of labour / delivery,Preterm Labor,3,249,1.2048
PAIN SCORE,Blood disease,Sickle Cell Disease,3,177,1.6949
PAIN SCORE,Infection,Skin and Soft Tissue Infection,3,340,0.8824
PAIN SCORE,Musculoskeletal disorder,Tendinopathy,3,164,1.8293
PAIN SCORE,Disorder of skin,Wound Healing,3,199,1.5075
PAIN SCORE,Neoplastic disease,Acute Lymphoblastic Leukemia,2,364,0.5495
PAIN SCORE,Neoplastic disease,Breast Cancer,2,1499,0.1334
PAIN SCORE,Respiratory disease,Bronchiectasis,2,255,0.7843
PAIN SCORE,Injury,Burns,2,86,2.3256
PAIN SCORE,Situation with explicit context,Contraception,2,208,0.9615
PAIN SCORE,Cardiovascular disease,Coronary Artery Disease,2,662,0.3021
PAIN SCORE,Disorder of endocrine system,Diabetic Neuropathy,2,124,1.6129
PAIN SCORE,Neurological disorder,Essential Tremor,2,170,1.1765
PAIN SCORE,Musculoskeletal disorder,Fibromyalgia,2,246,0.8130
PAIN SCORE,Respiratory disease,Idiopathic Pulmonary Fibrosis,2,170,1.1765
PAIN SCORE,Disorder of the genitourinary system,Interstitial Cystitis,2,82,2.4390
PAIN SCORE,Neurological disorder,Neuropathic Pain,2,114,1.7544
PAIN SCORE,Disorder of endocrine system,Obesity,2,811,0.2466
PAIN SCORE,Neurological disorder,Spinal Cord Injury,2,294,0.6803
PAIN SCORE,Procedure,Surgical Procedures,2,384,0.5208
PAIN SCORE,Neurological disorder,Trigeminal Neuralgia,2,252,0.7937
PAIN SCORE,Disorder of skin,Acne,1,250,0.4000
PAIN SCORE,Disorder of endocrine system,Acromegaly,1,72,1.3889
PAIN SCORE,Respiratory disease,Allergic Asthma,1,265,0.3774
PAIN SCORE,Infection,COVID-19,1,793,0.1261
PAIN SCORE,Neoplastic disease,Cervical Cancer,1,269,0.3717
PAIN SCORE,Disorder of digestive system,Chronic Pancreatitis,1,282,0.3546
PAIN SCORE,Disorder of haemostatic system,Deep Vein Thrombosis,1,101,0.9901
PAIN SCORE,Clinical finding,Edema,1,128,0.7812
PAIN SCORE,Neoplastic disease,Endometrial Cancer,1,241,0.4149
PAIN SCORE,Disorder of the genitourinary system,Endometriosis,1,186,0.5376
PAIN SCORE,Clinical finding,Fever,1,217,0.4608
PAIN SCORE,Disorder of digestive system,Gastroparesis,1,143,0.6993
PAIN SCORE,Situation with explicit context,Geriatric Population,1,206,0.4854
PAIN SCORE,Musculoskeletal disorder,Gout,1,140,0.7143
PAIN SCORE,Cardiovascular disease,Hypertension,1,614,0.1629
PAIN SCORE,Disorder of endocrine system,Hypogonadism,1,126,0.7937
PAIN SCORE,Disorder of endocrine system,Hypoparathyroidism,1,179,0.5587
PAIN SCORE,Neoplastic disease,Locally Advanced Cancer,1,572,0.1748
PAIN SCORE,Mental illness,Major Depressive Disorder,1,1109,0.0902
PAIN SCORE,Neurological disorder,Migraine,1,470,0.2128
PAIN SCORE,Neurological disorder,Multiple Sclerosis,1,495,0.2020
PAIN SCORE,Disorder of digestive system,Nausea and Vomiting,1,133,0.7519
PAIN SCORE,Neoplastic disease,Neuroendocrine Tumors,1,260,0.3846
PAIN SCORE,Neoplastic disease,Non-Small Cell Lung Cancer,1,944,0.1059
PAIN SCORE,Disorder of digestive system,Nonalcoholic Fatty Liver Disease,1,235,0.4255
PAIN SCORE,Sleep disorder,Obstructive Sleep Apnea,1,354,0.2825
PAIN SCORE,Disorder of immune function,Organ Transplant Rejection,1,362,0.2762
PAIN SCORE,Musculoskeletal disorder,Osteoporosis,1,441,0.2268
PAIN SCORE,Cardiovascular disease,Peripheral Artery Disease,1,332,0.3012
PAIN SCORE,Mental illness,Post-Traumatic Stress Disorder,1,473,0.2114
PAIN SCORE,Disorder of the genitourinary system,Pregnancy Study,1,181,0.5525
PAIN SCORE,Disorder of skin,Psoriasis,1,645,0.1550
PAIN SCORE,Musculoskeletal disorder,Psoriatic Arthritis,1,150,0.6667
PAIN SCORE,Disorder of immune function,Rheumatoid Arthritis,1,734,0.1362
PAIN SCORE,Neurological disorder,Spinal Muscular Atrophy,1,199,0.5025
PAIN SCORE,Disorder of ear,Tinnitus,1,51,1.9608
PAIN SCORE,Infection,Urinary Tract Infection,1,169,0.5917
PARTIAL RESPONSE RATE,Neoplastic disease,Diffuse Large B-Cell Lymphoma,11,221,4.9774
PARTIAL RESPONSE RATE,Neoplastic disease,Multiple Myeloma,11,573,1.9197
PARTIAL RESPONSE RATE,Neoplastic disease,Hodgkin Lymphoma,10,469,2.1322
PARTIAL RESPONSE RATE,Neoplastic disease,Recurrent Cancer,7,444,1.5766
PARTIAL RESPONSE RATE,Neoplastic disease,Breast Cancer,6,1499,0.4003
PARTIAL RESPONSE RATE,Neoplastic disease,Chronic Lymphocytic Leukemia,6,198,3.0303
PARTIAL RESPONSE RATE,Neoplastic disease,Locally Advanced Cancer,6,572,1.0490
PARTIAL RESPONSE RATE,Infection,Hepatitis C,4,658,0.6079
PARTIAL RESPONSE RATE,Neoplastic disease,Sarcoma,4,246,1.6260
PARTIAL RESPONSE RATE,Neoplastic disease,Waldenstrom Macroglobulinemia,4,78,5.1282
PARTIAL RESPONSE RATE,Neoplastic disease,Acute Lymphoblastic Leukemia,3,364,0.8242
PARTIAL RESPONSE RATE,Neoplastic disease,Follicular Lymphoma,3,209,1.4354
PARTIAL RESPONSE RATE,Neoplastic disease,Head and Neck Cancer,3,445,0.6742
PARTIAL RESPONSE RATE,Neoplastic disease,Mesothelioma,3,87,3.4483
PARTIAL RESPONSE RATE,Neoplastic disease,Neuroendocrine Tumors,3,260,1.1538
PARTIAL RESPONSE RATE,Neoplastic disease,Non-Small Cell Lung Cancer,3,944,0.3178
PARTIAL RESPONSE RATE,Neoplastic disease,Pancreatic Cancer,3,515,0.5825
PARTIAL RESPONSE RATE,Disorder of skin,Atopic Dermatitis,2,502,0.3984
PARTIAL RESPONSE RATE,Neoplastic disease,Brain Tumors,2,505,0.3960
PARTIAL RESPONSE RATE,Mental illness,Obsessive-Compulsive Disorder,2,137,1.4599
PARTIAL RESPONSE RATE,Neoplastic disease,Ovarian Cancer,2,373,0.5362
PARTIAL RESPONSE RATE,Neoplastic disease,Small Cell Lung Cancer,2,505,0.3960
PARTIAL RESPONSE RATE,Disorder of endocrine system,Acromegaly,1,72,1.3889
PARTIAL RESPONSE RATE,Disorder of endocrine system,Cushing's Syndrome,1,65,1.5385
PARTIAL RESPONSE RATE,Neoplastic disease,Endometrial Cancer,1,241,0.4149
PARTIAL RESPONSE RATE,Neurological disorder,Epilepsy,1,416,0.2404
PARTIAL RESPONSE RATE,Infection,Fungal Infection,1,203,0.4926
PARTIAL RESPONSE RATE,Disorder of immune function,Graft-versus-Host Disease,1,184,0.5435
PARTIAL RESPONSE RATE,Neoplastic disease,Hepatocellular Carcinoma,1,321,0.3115
PARTIAL RESPONSE RATE,Disorder of immune function,Lupus Nephritis,1,91,1.0989
PARTIAL RESPONSE RATE,Neoplastic disease,Melanoma,1,560,0.1786
PARTIAL RESPONSE RATE,Blood disease,Myelodysplastic Syndromes,1,297,0.3367
PARTIAL RESPONSE RATE,Neoplastic disease,Myeloproliferative Neoplasms,1,104,0.9615
PARTIAL RESPONSE RATE,Neoplastic disease,Non-Hodgkin Lymphoma,1,108,0.9259
PARTIAL RESPONSE RATE,Disorder of immune function,Organ Transplant Rejection,1,362,0.2762
PARTIAL RESPONSE RATE,Neoplastic disease,Prostate Cancer,1,906,0.1104
PARTIAL RESPONSE RATE,Disorder of skin,Psoriasis,1,645,0.1550
PARTIAL RESPONSE RATE,Neurological disorder,Spinal Muscular Atrophy,1,199,0.5025
PARTIAL RESPONSE RATE,Neoplastic disease,Thyroid Cancer,1,128,0.7812
PARTIAL RESPONSE RATE,Disorder of the genitourinary system,Uterine Fibroids,1,105,0.9524
PARTIAL RESPONSE RATE,Disorder of skin,Vitiligo,1,136,0.7353
PARTICIPANT SATISFACTION,Situation with explicit context,Geriatric Population,4,206,1.9417
PARTICIPANT SATISFACTION,Disorder of endocrine system,Obesity,4,811,0.4932
PARTICIPANT SATISFACTION,Mental illness,Major Depressive Disorder,3,1109,0.2705
PARTICIPANT SATISFACTION,Neurological disorder,Migraine,3,470,0.6383
PARTICIPANT SATISFACTION,Mental illness,Post-Traumatic Stress Disorder,3,473,0.6342
PARTICIPANT SATISFACTION,Clinical finding,Acute Pain,2,1010,0.1980
PARTICIPANT SATISFACTION,Disorder of skin,Alopecia Areata,2,120,1.6667
PARTICIPANT SATISFACTION,Respiratory disease,Chronic Obstructive Pulmonary Disease,2,849,0.2356
PARTICIPANT SATISFACTION,Infection,HIV/AIDS,2,1396,0.1433
PARTICIPANT SATISFACTION,Disorder of ear,Hearing Loss,2,235,0.8511
